SubSectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P 500,,,Silver,,,Software,,,Steel,,,Railroads,,,Gold,,,BanksUS,,,Transportation,,,Retail,,,Pharma,,,Metals & Mining,,,Chemicals,,,SOX,,,Biotech,,,Agriculture,,,Homebuilders,,,Airlines,,,Aerospace,,,Automotive,
SPX Index,,,SLVRLN Index,,,S5SFTW Index,,,S5STEL Index,,,S5RAIL Index,,,Gold,,,S5BANKX Index,,,S5TRAN Index,,,S5RETL Index,,,S5PHARX Index,,,S5METL Index,,,S5CHEM Index,,,SOX Index,,,S5BIOTX Index,,,S5AGRI Index,,,S5HOME Index,,,S5AIRLX Index,,,S5AERO Index,,,S5AUCO Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
1987/12/21,249.53999,,,,,,,,,,,,,,1987/10/27,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/18,249.16,,,,,,,,,,,,,,1987/10/26,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/17,242.98,,,,,,,,,,,,,,1987/10/23,470.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/16,248.08,,,,,,,,,,,,,,1987/10/22,471.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/15,242.81,,,,,,,,,,,,,,1987/10/21,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/14,242.19,,,,,,,,,,,,,,1987/10/20,464.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/11,235.32001,,,,,,,,,,,,,,1987/10/19,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/10,233.57001,,,,,,,,,,,,,,1987/10/16,465.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/09,238.89,,,,,,,,,,,,,,1987/10/15,466.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/08,234.91,,,,,,,,,,,,,,1987/10/14,460.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/07,228.75999,,,,,,,,,,,,,,1987/10/13,459.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/04,223.92,,,,,,,,,,,,,,1987/10/12,461.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/03,225.21001,,,,,,,,,,,,,,1987/10/09,462.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/02,233.45,,,,,,,,,,,,,,1987/10/08,458.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/12/01,232,,,,,,,,,,,,,,1987/10/07,458.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/30,230.3,,,,,,,,,,,,,,1987/10/06,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/27,240.34,,,,,,,,,,,,,,1987/10/05,456.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/25,244.10001,,,,,,,,,,,,,,1987/10/02,454.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/24,246.39,,,,,,,,,,,,,,1987/10/01,454.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/23,242.99001,,,,,,,,,,,,,,1987/09/30,459.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/20,242,,,,,,,,,,,,,,1987/09/29,459.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/19,240.05,,,,,,,,,,,,,,1987/09/28,460.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/18,245.55,,,,,,,,,,,,,,1987/09/25,461.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/17,243.03999,,,,,,,,,,,,,,1987/09/24,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/16,246.75999,,,,,,,,,,,,,,1987/09/23,462.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/13,245.64,,,,,,,,,,,,,,1987/09/22,461.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/12,248.52,,,,,,,,,,,,,,1987/09/21,459.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/11,241.89999,,,,,,,,,,,,,,1987/09/18,461.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/10,239,,,,,,,,,,,,,,1987/09/17,460.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/09,243.17,,,,,,,,,,,,,,1987/09/16,458.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/06,250.41,,,,,,,,,,,,,,1987/09/15,458.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/05,254.48,,,,,,,,,,,,,,1987/09/14,455.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/04,248.96001,,,,,,,,,,,,,,1987/09/11,459.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/03,250.82001,,,,,,,,,,,,,,1987/09/10,460.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/11/02,255.75,,,,,,,,,,,,,,1987/09/09,458.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/30,251.78999,,,,,,,,,,,,,,1987/09/08,456.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/29,244.77,,,,,,,,,,,,,,1987/09/07,463.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/28,233.28,,,,,,,,,,,,,,1987/09/04,464.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/27,233.19,,,,,,,,,,,,,,1987/09/03,463.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/26,227.67,,,,,,,,,,,,,,1987/09/02,463.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/23,248.22,,,,,,,,,,,,,,1987/09/01,453.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/22,248.25,,,,,,,,,,,,,,1987/08/28,453.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/21,258.38,,,,,,,,,,,,,,1987/08/27,458.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/20,236.83,,,,,,,,,,,,,,1987/08/26,457.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/19,224.84,,,,,,,,,,,,,,1987/08/25,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/16,282.70001,,,,,,,,,,,,,,1987/08/24,459.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/15,298.07999,,,,,,,,,,,,,,1987/08/21,455.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/14,305.23001,,,,,,,,,,,,,,1987/08/20,456.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/13,314.51999,,,,,,,,,,,,,,1987/08/19,456.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/12,309.39001,,,,,,,,,,,,,,1987/08/18,457.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/09,311.07001,,,,,,,,,,,,,,1987/08/17,453.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/08,314.16,,,,,,,,,,,,,,1987/08/14,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/07,318.54001,,,,,,,,,,,,,,1987/08/13,462.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/06,319.22,,,,,,,,,,,,,,1987/08/12,463.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/05,328.07999,,,,,,,,,,,,,,1987/08/11,461.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/02,328.07001,,,,,,,,,,,,,,1987/08/10,461.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/10/01,327.32999,,,,,,,,,,,,,,1987/08/07,464.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/30,321.82999,,,,,,,,,,,,,,1987/08/06,468.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/29,321.69,,,,,,,,,,,,,,1987/08/05,469.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/28,323.20001,,,,,,,,,,,,,,1987/08/04,473.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/25,320.16,,,,,,,,,,,,,,1987/08/03,472.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/24,319.72,,,,,,,,,,,,,,1987/07/31,462.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/23,321.19,,,,,,,,,,,,,,1987/07/30,457.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/22,319.5,,,,,,,,,,,,,,1987/07/29,457.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/21,310.54001,,,,,,,,,,,,,,1987/07/28,456.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/18,314.85999,,,,,,,,,,,,,,1987/07/27,453.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/17,314.92999,,,,,,,,,,,,,,1987/07/24,453.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/16,314.85999,,,,,,,,,,,,,,1987/07/23,453.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/15,317.73999,,,,,,,,,,,,,,1987/07/22,454.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/14,323.07999,,,,,,,,,,,,,,1987/07/21,452.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/11,321.98001,,,,,,,,,,,,,,1987/07/20,450.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/10,317.13,,,,,,,,,,,,,,1987/07/17,450.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/09,313.92001,,,,,,,,,,,,,,1987/07/16,453.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/08,313.56,,,,,,,,,,,,,,1987/07/15,452.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/04,316.70001,,,,,,,,,,,,,,1987/07/14,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/03,320.20999,,,,,,,,,,,,,,1987/07/13,446.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/02,321.67999,,,,,,,,,,,,,,1987/07/10,444.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/09/01,323.39999,,,,,,,,,,,,,,1987/07/09,444.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/31,329.79999,,,,,,,,,,,,,,1987/07/08,446.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/28,327.04001,,,,,,,,,,,,,,1987/07/07,444.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/27,331.38,,,,,,,,,,,,,,1987/07/06,443.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/26,334.57001,,,,,,,,,,,,,,1987/07/03,444.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/25,336.76999,,,,,,,,,,,,,,1987/07/02,446.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/24,333.32999,,,,,,,,,,,,,,1987/07/01,445.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/21,335.89999,,,,,,,,,,,,,,1987/06/30,447.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/20,334.84,,,,,,,,,,,,,,1987/06/29,449.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/19,329.82999,,,,,,,,,,,,,,1987/06/26,444.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/18,329.25,,,,,,,,,,,,,,1987/06/25,440.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/17,334.10999,,,,,,,,,,,,,,1987/06/24,441.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/14,333.98999,,,,,,,,,,,,,,1987/06/23,440.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/13,334.64999,,,,,,,,,,,,,,1987/06/22,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/12,332.39001,,,,,,,,,,,,,,1987/06/19,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/11,333.32999,,,,,,,,,,,,,,1987/06/18,452.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/10,328,,,,,,,,,,,,,,1987/06/17,451.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/07,323,,,,,,,,,,,,,,1987/06/16,452.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/06,322.09,,,,,,,,,,,,,,1987/06/15,449.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/05,318.45001,,,,,,,,,,,,,,1987/06/12,455.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/04,316.23001,,,,,,,,,,,,,,1987/06/11,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/08/03,317.57001,,,,,,,,,,,,,,1987/06/10,455.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/31,318.66,,,,,,,,,,,,,,1987/06/09,452.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/30,318.04999,,,,,,,,,,,,,,1987/06/08,456.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/29,315.64999,,,,,,,,,,,,,,1987/06/05,453.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/28,312.32999,,,,,,,,,,,,,,1987/06/04,452.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/27,310.64999,,,,,,,,,,,,,,1987/06/03,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/24,309.26999,,,,,,,,,,,,,,1987/06/02,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/23,307.81,,,,,,,,,,,,,,1987/06/01,442.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/22,308.47,,,,,,,,,,,,,,1987/05/29,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/21,308.54999,,,,,,,,,,,,,,1987/05/28,453.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/20,311.39001,,,,,,,,,,,,,,1987/05/27,449.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/17,314.59,,,,,,,,,,,,,,1987/05/26,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/16,312.70001,,,,,,,,,,,,,,1987/05/22,466.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/15,310.42001,,,,,,,,,,,,,,1987/05/21,469.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/14,310.67999,,,,,,,,,,,,,,1987/05/20,475.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/13,307.63,,,,,,,,,,,,,,1987/05/19,471.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/10,308.37,,,,,,,,,,,,,,1987/05/18,473.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/09,307.51999,,,,,,,,,,,,,,1987/05/15,469.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/08,308.29001,,,,,,,,,,,,,,1987/05/14,461.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/07,307.39999,,,,,,,,,,,,,,1987/05/13,460.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/06,304.92001,,,,,,,,,,,,,,1987/05/12,460.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/02,305.63,,,,,,,,,,,,,,1987/05/11,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/07/01,302.94,,,,,,,,,,,,,,1987/05/08,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/30,304,,,,,,,,,,,,,,1987/05/07,456.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/29,307.89999,,,,,,,,,,,,,,1987/05/06,456.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/26,307.16,,,,,,,,,,,,,,1987/05/05,459.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/25,308.95999,,,,,,,,,,,,,,1987/05/01,456.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/24,306.85999,,,,,,,,,,,,,,1987/04/30,453.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/23,308.42999,,,,,,,,,,,,,,1987/04/29,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/22,309.64999,,,,,,,,,,,,,,1987/04/28,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/19,306.97,,,,,,,,,,,,,,1987/04/27,474.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/18,305.69,,,,,,,,,,,,,,1987/04/24,462.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/17,304.81,,,,,,,,,,,,,,1987/04/23,450.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/16,304.76001,,,,,,,,,,,,,,1987/04/22,445.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/15,303.14001,,,,,,,,,,,,,,1987/04/21,449.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/12,301.62,,,,,,,,,,,,,,1987/04/16,437.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/11,298.73001,,,,,,,,,,,,,,1987/04/15,444.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/10,297.47,,,,,,,,,,,,,,1987/04/14,442.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/09,297.28,,,,,,,,,,,,,,1987/04/13,435.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/08,296.72,,,,,,,,,,,,,,1987/04/10,431.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/05,293.45001,,,,,,,,,,,,,,1987/04/09,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/04,295.09,,,,,,,,,,,,,,1987/04/08,420.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/03,293.47,,,,,,,,,,,,,,1987/04/07,418.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/02,288.45999,,,,,,,,,,,,,,1987/04/06,421.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/06/01,289.82999,,,,,,,,,,,,,,1987/04/03,418.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/29,290.10001,,,,,,,,,,,,,,1987/04/02,418.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/28,290.76001,,,,,,,,,,,,,,1987/04/01,418.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/27,288.73001,,,,,,,,,,,,,,1987/03/31,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/26,289.10999,,,,,,,,,,,,,,1987/03/30,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/22,282.16,,,,,,,,,,,,,,1987/03/27,416.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/21,280.17001,,,,,,,,,,,,,,1987/03/26,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/20,278.20999,,,,,,,,,,,,,,1987/03/25,413.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/19,279.62,,,,,,,,,,,,,,1987/03/24,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/18,286.64999,,,,,,,,,,,,,,1987/03/23,408.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/15,287.42999,,,,,,,,,,,,,,1987/03/20,404.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/14,294.23999,,,,,,,,,,,,,,1987/03/19,404.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/13,293.98001,,,,,,,,,,,,,,1987/03/18,404.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/12,293.29999,,,,,,,,,,,,,,1987/03/17,406.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/11,291.57001,,,,,,,,,,,,,,1987/03/16,405.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/08,293.37,,,,,,,,,,,,,,1987/03/13,408.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/07,294.70999,,,,,,,,,,,,,,1987/03/12,409.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/06,295.47,,,,,,,,,,,,,,1987/03/11,407.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/05,295.34,,,,,,,,,,,,,,1987/03/10,405.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/04,289.35999,,,,,,,,,,,,,,1987/03/09,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/05/01,288.03,,,,,,,,,,,,,,1987/03/06,406.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/30,288.35999,,,,,,,,,,,,,,1987/03/05,410.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/29,284.57001,,,,,,,,,,,,,,1987/03/04,406.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/28,282.51001,,,,,,,,,,,,,,1987/03/03,403.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/27,281.82999,,,,,,,,,,,,,,1987/03/02,404.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/24,281.51999,,,,,,,,,,,,,,1987/02/27,405.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/23,286.82001,,,,,,,,,,,,,,1987/02/26,404.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/22,287.19,,,,,,,,,,,,,,1987/02/25,405.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/21,293.07001,,,,,,,,,,,,,,1987/02/24,399.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/20,286.09,,,,,,,,,,,,,,1987/02/23,403.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/16,286.91,,,,,,,,,,,,,,1987/02/20,399.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/15,284.44,,,,,,,,,,,,,,1987/02/19,393.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/14,279.16,,,,,,,,,,,,,,1987/02/18,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/13,285.62,,,,,,,,,,,,,,1987/02/17,397.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/10,292.48999,,,,,,,,,,,,,,1987/02/16,397.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/09,292.85999,,,,,,,,,,,,,,1987/02/13,397.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/08,297.26001,,,,,,,,,,,,,,1987/02/12,402.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987/04/07,296.69,,,,,,,,,,,,,,1987/02/11,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
